Pgroup,Lp,PKod,Pname,p_sale_in_time,Psale,Pavarage_stock,Rotation_in_days,Rotation_in_times
ART._HYGIENIC,,,,,,,,
 ,1.0,17471.0,CUKIERKI CZEKOLADKI KROWKA LUZ,"0,00013369","0,05","0,00",0,
 ,1.0,16943.0,CUKIERKI EUKALIPTUSOWE LUZ,"0,003783422","1,42","0,00",0,
 ,1.0,6225.0,CUKIERKI MIESZ KRAKOWSKA WAWEL,"0,01052139","3,94","0,00",0,
 ,1.0,9292.0,CUKIERKI MIESZANKA  WEDLOWSKA,"0,001951872","0,73","0,00",0,
 ,1.0,4848.0,CUKIERKI MLECZNE /CHOCO/ROSHEN,"0,079018717","29,55","0,00",0,
 ,1.0,9971.0,CUKIERKI MOC NADZIEW.Z WIT C,"0,012949198","4,84","0,00",0,
 ,1.0,16697.0,CUKIERKI NIMM2 ZUJKI,"0,032085561","12,00","0,00",0,
 ,1.0,16327.0,CUKIERKI OWOCOWE/MIETOWE KG,"0,004772727","1,79","0,00",0,
 ,1.0,15426.0,CUKIERKI PSZCZOLKA   IMIENINOWE,"0,000534759","0,20","0,00",0,
 ,1.0,4458.0,CUKIERKI ROSHEN DE LUXE KG,"0,000508021","0,19","0,00",0,
 ,1.0,10335.0,CUKIERKI TOFFIX MIX IGLO,"0,016764706","6,27","0,00",0,
 ,1.0,17540.0,CUKIERKI VALENTINO SZT,"0,29144385","109,00","0,00",0,
 ,1.0,16497.0,CUKIERKI VOBRO CZEKOL.LUZ,"0,005347594","2,00","0,00",0,
 ,1.0,6960.0,"HELLENA FIT 1,25 GAZ","0,002673797","1,00","0,00",0,
 ,1.0,9981.0,HERBATNIKI APETITKI PETIT BEURRE 200GR,"0,026737968","10,00","0,00",0,
 ,1.0,11809.0,HERBATNIKI B-MOL SKAWA,"0,004558824","1,71","0,00",0,
 ,1.0,8511.0,LAJKONIK SAFARI 125 G,"0,037433155","14,00","0,00",0,
 ,1.0,6221.0,LIDER DELICJE CIASTKA,"0,000467914","0,18","0,00",0,
 ,1.0,9968.0,LIDER PASJA ADWOKAT CIASTKA 2KG,"0,002446524","0,92","0,00",0,
 ,1.0,10506.0,MAKOWIEC  ZAWIJANY KG,"0,015962567","5,97","0,00",0,
 ,1.0,2955.0,MILKA CZEKOLADA MLECZNA 270 G,"0,005347594","2,00","0,00",0,
 ,1.0,19211.0,PIERNIK SERCA/KATARZYNKI/NADZIEWANE,"0,001831551","0,69","0,00",0,
 ,1.0,16974.0,PIERNIK W POLEWIE KOSTKA,"0,006818182","2,55","0,00",0,
 ,1.0,7122.0,PIERNIKI  DOMOWE,"0,071818182","26,86","0,00",0,
 ,1.0,1553.0,RURKA NADZIEWANA LUZ,"0,008815508","3,30","0,00",0,
 ,1.0,15419.0,RURKA WAFLOWA SUCHA LUZ,"0,003622995","1,36","0,00",0,
 ,1.0,469.0,WAFLE CHRUPS/LUMARKI/GRZESKI,"0,117414439","43,91","0,00",0,
 ,1.0,8130.0,WAFLE GRZESKI LUZ,"0,01009893","3,78","0,00",0,
 ,1.0,18439.0,WAFLE KWADRATY BIALE/CZARNE,"0,00092246","0,35","0,00",0,
 ,1.0,3903.0,WAFLE PALUSZKI LUMMAR,"0,000641711","0,24","0,00",0,
 ,1.0,6539.0,WAFLE W CZEK./PALUSZKI/DEKOR,"0,001885027","0,71","0,00",0,
 ,1.0,799.0,WATA CUKROWA 400 G,"0,037433155","14,00","0,00",0,
 ,1.0,16321.0,ZELKI HARIBO DZDZOWNICE 200GR,"0,00802139","3,00","0,00",0,
 ,1.0,4147.0,ZESTAW SW BUT,"0,00802139","3,00","0,00",0,
 ,1.0,15712.0,CUKIERKI MINI MIESZANKA,"0,001537433","0,58","1,43","926,8695652","0,403508772"
 ,1.0,11726.0,CIASTKA MARKIZY MIX,"0,0025","0,94","1,57",626,"0,597444089"
 ,1.0,19451.0,PIERNIK CHOINKA SZT,"0,005347594","2,00","3,00",561,"0,666666667"
 ,1.0,8341.0,WAFLE PISZINGER VAT 8%,"0,003542781","1,33","1,68","472,7924528","0,791044776"
 ,1.0,9314.0,CUKIERKI KROWKA WAWEL/SOLIDARNOSC,"0,007339572","2,75","3,26","443,4863388","0,843317972"
 ,1.0,10099.0,ROZKI NADZIEWANE FLIS LUZ,"0,00407754","1,53","1,28","312,6885246","1,196078431"
 ,1.0,16705.0,CUKIERKI ROSEN ZELKI LUZ,"0,001457219","0,55","0,46","312,2385321","1,197802198"
 ,1.0,4385.0,CIASTKA  VAT  8 % W POLEWIE,"0,001537433","0,58","0,43","276,4347826","1,352941176"
 ,1.0,13424.0,CUKIERKI MICH.BIALE/KAWOWE WAWEL,"0,008756684","3,28","1,53","174,1526718","2,147540984"
 ,1.0,6797.0,CUKIERKI CZEKOLADOWE SW,"0,002085561","0,78","0,22","105,4871795","3,545454545"
 ,1.0,7989.0,CIASTKA GRZYBEK W CZEKOLADZIE,"0,002205882","0,83","0,18","79,33333333","4,714285714"
 ,1.0,13249.0,"KARPATKA FLIS RÓZNE SMAKI 1,5KG","0,013596257","5,09","0,92","67,2979351","5,557377049"
 ,1.0,10492.0,CIASTKA DESSINO Z KAWA?KAMI CZEK.120G,"0,024064171","9,00","1,00","41,55555556",9
 ,1.0,4343.0,CUKIERKI OWOCOWE ROSHEN,"0,004411765","1,65","0,15",34,11
 ,1.0,10518.0,"CIASTKA GERARD PRYNCYPA?KI CZE.DES.1,3KG","0,003221925","1,21","0,10","29,48547718","12,68421053"
 ,1.0,841.0,CUKIERKI TRUFLE ODRA LUZ,"0,004117647","1,54","0,12","27,92857143","13,39130435"
 ,1.0,13014.0,BABKA CYTRYNOWA 400G,0,"0,00","0,00",-,-
 ,1.0,4406.0,"BATON SNIKERS 2*37,5G  75 G",0,"0,00","0,00",-,-
 ,1.0,5886.0,BISZKOPTY LUZ,0,"0,00","0,00",-,-
 ,1.0,566.0,BOMBONIERA L AMOUR 118 G,0,"0,00","0,00",-,-
 ,1.0,3281.0,CHRUPKI KOLOROWE 100 GTYGRYSKI,0,"0,00","0,00",-,-
 ,1.0,16618.0,CHRUPKI OPONKI W POLEWIE,0,"0,00","0,00",-,-
 ,1.0,7300.0,CHRUPKI W CZEKOL LUZ,0,"0,00","0,00",-,-
 ,1.0,16293.0,CIAST.OREO CZEKOLAD.154GR,0,"0,00","0,00",-,-
 ,1.0,3198.0,CIASTKA   W POLEWIE 3KG,0,"0,00","0,00",-,-
 ,1.0,10530.0,CIASTKA  AMORKI KG,0,"0,00","0,00",-,-
 ,1.0,1971.0,CIASTKA  GERARD PA?ECZKI,0,"0,00","0,00",-,-
 ,1.0,16230.0,CIASTKA  KULECZKI W POL.,0,"0,00","0,00",-,-
 ,1.0,18189.0,CIASTKA  NADZ CZEKOL LUZ,0,"0,00","0,00",-,-
 ,1.0,17479.0,CIASTKA BEZY/RÓZNE,0,"0,00","1,00",-,-
 ,1.0,6840.0,CIASTKA CHOJE. ADWOKATKI DEKOR.,0,"0,00","0,00",-,-
 ,1.0,18144.0,CIASTKA CHOJE.ADVOKATKI LUZ,0,"0,00","0,00",-,-
 ,1.0,5262.0,CIASTKA EKLER MALINA/KOKOS,0,"0,00","0,00",-,-
 ,1.0,10725.0,CIASTKA FIRMY APETITKI KG,0,"0,00","0,00",-,-
 ,1.0,6714.0,CIASTKA FRANCUSKIE LUZ,0,"0,00","0,00",-,-
 ,1.0,15328.0,CIASTKA GERARD LISTKI /ROGALDEK.LUZ,0,"0,00","0,00",-,-
 ,1.0,10526.0,CIASTKA KOSMITKI Z PIANKA 2KG,0,"0,00","0,00",-,-
 ,1.0,13279.0,CIASTKA KRAKOWSKIE VAT 8%,0,"0,00","0,00",-,-
 ,1.0,10523.0,CIASTKA LIDER WAFLE/MARKIZY,0,"0,00","0,00",-,-
 ,1.0,5497.0,CIASTKA LISTEK KAKAOWY 200GR,0,"0,00","0,00",-,-
 ,1.0,8008.0,CIASTKA LISTEK Z CUKREM DEKOROWANE KG,0,"0,00","0,00",-,-
 ,1.0,18192.0,CIASTKA MARMURKOWE KG,0,"0,00","0,00",-,-
 ,1.0,5496.0,CIASTKA MA?LANE 125GR SOLIDARNO?C,0,"0,00","0,00",-,-
 ,1.0,6737.0,CIASTKA MIS/JIW/ROZNE,0,"0,00","0,00",-,-
 ,1.0,5498.0,CIASTKA MIS/PTYS/ LUZ,0,"0,00","0,00",-,-
 ,1.0,12302.0,CIASTKA MIX,0,"0,00","0,00",-,-
 ,1.0,5499.0,CIASTKA OW?IANE Z SEZAM 190GR,0,"0,00","0,00",-,-
 ,1.0,11980.0,CIASTKA PALU/RAFAELLO LUZ,0,"0,00","0,00",-,-
 ,1.0,1192.0,CIASTKA PETIT BEUR W CZEKOLADZIE,0,"0,00","0,00",-,-
 ,1.0,18190.0,CIASTKA ROZETKA DYNIA/SEZAM LUZ,0,"0,00","0,00",-,-
 ,1.0,17608.0,CIASTKA SERDUSZKA KOLOROWE,0,"0,00","0,00",-,-
 ,1.0,15489.0,CIASTKA SUCHE BERGEN,0,"0,00","0,00",-,-
 ,1.0,15293.0,CIASTKA TAGO DEKOROWANE,0,"0,00","0,00",-,-
 ,1.0,12448.0,CIASTKA TROJANKA VAT 23,0,"0,00","0,00",-,-
 ,1.0,6491.0,CIASTKA TRUFLA,0,"0,00","0,00",-,-
 ,1.0,16524.0,CIASTKA VAT 8 LUZ Z GALARETKA,0,"0,00","0,00",-,-
 ,1.0,6152.0,CIASTKA WARKOCZE KG,0,"0,00","0,00",-,-
 ,1.0,3205.0,CIASTKA ZOO-ZDOBIONE LUZ LIDER,0,"0,00","0,00",-,-
 ,1.0,2426.0,CIASTO DOMOWE,0,"0,00","0,00",-,-
 ,1.0,2932.0,CIECIORKA 400 G,0,"0,00","0,00",-,-
 ,1.0,14805.0,CUK.LANDR.WIELOOWOC.WN MISS LIZZY 300G,0,"0,00","0,00",-,-
 ,1.0,16591.0,CUKIER W SASZETKACH 200*5G,0,"0,00","0,00",-,-
 ,1.0,473.0,CUKIERKI  BARON 2KG LUZ SWIATECZNE,0,"0,00","0,00",-,-
 ,1.0,16295.0,CUKIERKI 80DR MAXI MINT,0,"0,00","0,00",-,-
 ,1.0,9256.0,CUKIERKI ARGO LUZ,0,"0,00","0,00",-,-
 ,1.0,12468.0,CUKIERKI BIBI/ABC,0,"0,00","0,00",-,-
 ,1.0,6956.0,CUKIERKI BO-DO JEDNOSC,0,"0,00","0,00",-,-
 ,1.0,4776.0,CUKIERKI CHROOP W CZEKOL MIESZKO KG,0,"0,00","0,00",-,-
 ,1.0,17607.0,CUKIERKI COFFE/ROSHEN,0,"0,00","0,00",-,-
 ,1.0,2232.0,CUKIERKI COFFEX KG,0,"0,00","0,00",-,-
 ,1.0,3840.0,CUKIERKI CUKIERKI CRIPS/CHOOP WAWEL LUZ,0,"0,00","0,00",-,-
 ,1.0,15938.0,CUKIERKI CYTRUSKI/KAPITANSKIE,0,"0,00","0,00",-,-
 ,1.0,4291.0,CUKIERKI CZEKOLADOWE KAPITANSKIE KG,0,"0,00","0,00",-,-
 ,1.0,9315.0,CUKIERKI DICKI Z VIT C 4KG,0,"0,00","0,00",-,-
 ,1.0,4359.0,CUKIERKI FISTASZKI WAWEL,0,"0,00","0,00",-,-
 ,1.0,17518.0,CUKIERKI FRESH WAWEL,0,"0,00","0,00",-,-
 ,1.0,17833.0,CUKIERKI JAJECZKA NADZIEWANE LUZ,0,"0,00","0,00",-,-
 ,1.0,4260.0,CUKIERKI KONAFETTO Z CZEKOL. KG,0,"0,00","0,00",-,-
 ,1.0,5074.0,CUKIERKI KROWKA ROSHEN,0,"0,00","0,00",-,-
 ,1.0,1202.0,CUKIERKI KUKULKI LUZ WAWEL/OPTIMA,0,"0,00","0,00",-,-
 ,1.0,4108.0,CUKIERKI KUKU?KI BEZ PAPIERKA,0,"0,00","0,00",-,-
 ,1.0,10749.0,CUKIERKI LENTYLKI LUZ,0,"0,00","0,00",-,-
 ,1.0,3159.0,CUKIERKI LODOWE LUZ,0,"0,00","0,00",-,-
 ,1.0,16704.0,CUKIERKI MALINKI LUZ,0,"0,00","0,00",-,-
 ,1.0,19565.0,CUKIERKI MICHALKI SNIEZKA /SOLIDARNOSC,0,"0,00","0,00",-,-
 ,1.0,4110.0,CUKIERKI MICHA?KI ZAMKOWE WAWEL,0,"0,00","0,00",-,-
 ,1.0,5075.0,CUKIERKI MINKY 2 KG,0,"0,00","0,00",-,-
 ,1.0,3202.0,CUKIERKI MLEKOLE/MLECZNE,0,"0,00","0,00",-,-
 ,1.0,15451.0,CUKIERKI MUSUJACE KG,0,"0,00","0,00",-,-
 ,1.0,17519.0,CUKIERKI OWOCOWE ARGO,0,"0,00","0,00",-,-
 ,1.0,3664.0,CUKIERKI PANDA Z ALKO.,0,"0,00","0,00",-,-
 ,1.0,10955.0,CUKIERKI RACZKI WAWEL,0,"0,00","0,00",-,-
 ,1.0,16708.0,CUKIERKI ROKSY LUZ,0,"0,00","0,00",-,-
 ,1.0,5411.0,CUKIERKI ROSHEN BIN-BON 1 KG,0,"0,00","0,00",-,-
 ,1.0,4350.0,CUKIERKI ROSHEN CANDY NUT KG,0,"0,00","0,00",-,-
 ,1.0,6214.0,CUKIERKI ROSHEN GALARETKA NADZIEWANA,0,"0,00","0,00",-,-
 ,1.0,4259.0,CUKIERKI ROSHEN OLD Z CZEKOLADA,0,"0,00","0,00",-,-
 ,1.0,5685.0,CUKIERKI S?OWIANKA,0,"0,00","0,00",-,-
 ,1.0,18982.0,CUKIERKI SOLI.TOFFINO  LUZ,0,"0,00","0,00",-,-
 ,1.0,4360.0,CUKIERKI SUGUSY /GUMIACZKI,0,"0,00","0,00",-,-
 ,1.0,12661.0,CUKIERKI TIC TAC WAWEL,0,"0,00","0,00",-,-
 ,1.0,2235.0,CUKIERKI TOFFI MLECZNE KG,0,"0,00","0,00",-,-
 ,1.0,16121.0,CUKIERKI TOFINO SOLIDARNOSC,0,"0,00","0,00",-,-
 ,1.0,9280.0,CUKIERKI TRUFLA WAWEL LUZ,0,"0,00","0,00",-,-
 ,1.0,18705.0,CUKIERKI TRUSKAWKOWE WAWEL,0,"0,00","0,00",-,-
 ,1.0,19960.0,CUKIERKI VIENNA NADZ.OPTIMA,0,"0,00","0,00",-,-
 ,1.0,3180.0,CUKIERKI WOLNOSC/PSZCZOLKA,0,"0,00","0,00",-,-
 ,1.0,18339.0,CUKIERKI ZELKI-ROSHEN,0,"0,00","0,00",-,-
 ,1.0,7716.0,CUKIERKI ZOZOLE LUZ,0,"0,00","0,00",-,-
 ,1.0,16297.0,CZEK.AMELIA BABELKOWA ORZECHOWYM 75G,0,"0,00","0,00",-,-
 ,1.0,16291.0,CZEK.BATONIKI NADZ.DELIKADORE 200GR LATE,0,"0,00","0,00",-,-
 ,1.0,4146.0,DELACTA KUBEK BUDYN CZEKOLADA 43 G,0,"0,00","0,00",-,-
 ,1.0,8381.0,DZWONEK ZAWIESZKA,0,"0,00","0,00",-,-
 ,1.0,6962.0,GALARETKA W CUKRZE,0,"0,00","0,00",-,-
 ,1.0,559.0,GOPL FIGURKA,0,"0,00","0,00",-,-
 ,1.0,558.0,GOPL FIGURKA 30 G,0,"0,00","0,00",-,-
 ,1.0,268.0,GOPL.CUKIERKI MIESZANKA TEATRALNA  LUZ,0,"0,00","0,00",-,-
 ,1.0,5502.0,HERBAT.PETIT BEURRE KAKAOWE 300G,0,"0,00","0,00",-,-
 ,1.0,12482.0,HERBATNIK PETIT BEURY 220G,0,"0,00","0,00",-,-
 ,1.0,2156.0,JAJKA CUKROWE LUZ,0,"0,00","0,00",-,-
 ,1.0,7948.0,KRAKERSY BU?KI 70GR ARTUR,0,"0,00","0,00",-,-
 ,1.0,5503.0,KRAKERSY KANAPKI POMIDOR.150GR,0,"0,00","0,00",-,-
 ,1.0,13691.0,LATARKA Z CUKIERKAMI,0,"0,00","0,00",-,-
 ,1.0,16387.0,LIDER CHOCOCOL KG,0,"0,00","0,00",-,-
 ,1.0,1042.0,LIDER KUBANKI/PATYSIE/PSOTKI KG,0,"0,00","0,00",-,-
 ,1.0,16389.0,LIDER MARKIZY LUZ,0,"0,00","0,00",-,-
 ,1.0,16388.0,LIDER SZKOLNE W CZEKOL.,0,"0,00","0,00",-,-
 ,1.0,14213.0,MAK FRESCO 250 G,0,"0,00","0,00",-,-
 ,1.0,10507.0,MAKOWIEC NA BLASZE,0,"0,00","1,00",-,-
 ,1.0,727.0,MAZUREK DO KOSZYCZKA,0,"0,00","0,00",-,-
 ,1.0,16696.0,MAZUREK SWIATECZNY NA KG,0,"0,00","0,00",-,-
 ,1.0,1408.0,MIESZANKA  KRAKOWSKA WAWEL,0,"0,00","0,00",-,-
 ,1.0,19435.0,MIKO?AJ 60 G,0,"0,00","0,00",-,-
 ,1.0,16299.0,MILKA CZEK JAGODOWA 100GR,0,"0,00","0,00",-,-
 ,1.0,4452.0,PACZKI SERINI KG,0,"0,00","2,11",-,-
 ,1.0,19106.0,PASTYLKI OWOCOWE FASOLKI 120G,0,"0,00","0,00",-,-
 ,1.0,16617.0,PIERNIK SERCA NADZIIEWANE CHOJECKI,0,"0,00","0,00",-,-
 ,1.0,16973.0,PIERNIKI TAGO W GLAZUR,0,"0,00","0,00",-,-
 ,1.0,711.0,POPING,0,"0,00","0,00",-,-
 ,1.0,16972.0,RODZYNKI W CZEKOLADZIE LUZ,0,"0,00","0,00",-,-
 ,1.0,19453.0,ROLADA 300 G,0,"0,00","0,00",-,-
 ,1.0,19454.0,ROLADA 300 G,0,"0,00","0,00",-,-
 ,1.0,19452.0,ROLADA 300 G,0,"0,00","0,00",-,-
 ,1.0,1865.0,SLIWKI SUSZONIE 90G SIESTA,0,"0,00","0,00",-,-
 ,1.0,7362.0,SNAKI 19 G SER+POMIDOR,0,"0,00","0,00",-,-
 ,1.0,114.0,SZ CUKIERKI FISTASZKI 1 KG,0,"0,00","0,00",-,-
 ,1.0,2585.0,SZ LANDRYNY,0,"0,00","0,00",-,-
 ,1.0,1778.0,TORTILLA 8 SZT.,0,"0,00","0,00",-,-
 ,1.0,16300.0,WAFEK ANUSIE 50GR ORZECH,0,"0,00","0,00",-,-
 ,1.0,13246.0,WAFLE FLIS MLECZNO KAKAOWE LUZ,0,"0,00","0,00",-,-
 ,1.0,9310.0,WAFLE KROWKA LUZ,0,"0,00","0,00",-,-
 ,1.0,19023.0,WAFLE KWADRATY KG,0,"0,00","0,00",-,-
 ,1.0,18001.0,WAFLE PALUSZKI  LUZ,0,"0,00","0,00",-,-
 ,1.0,18707.0,WAFLE RYZOWE NATUR. 100G FINE,0,"0,00","0,00",-,-
 ,1.0,15975.0,WAFLE WACHLARZ,0,"0,00","0,00",-,-
 ,1.0,6543.0,WAFLE WACHLARZ/SERCA LUZ,0,"0,00","0,00",-,-
 ,1.0,18193.0,WAFLE Z ORZECHAMI DEKOROWANE LUZ,0,"0,00","0,00",-,-
 ,1.0,16292.0,WEDEL CIASTKA 147G BISZKOPTY Z GALAR,0,"0,00","0,00",-,-
 ,1.0,4176.0,WEDEL CZEKOLADA ADWOKAT 100 G,0,"0,00","0,00",-,-
 ,1.0,1863.0,"WEDEL PRALINY 58,5 G",0,"0,00","0,00",-,-
 ,1.0,1864.0,WEDEL WISNIE BOMB.59 G,0,"0,00","0,00",-,-
 ,1.0,1539.0,WIN ZUPA JARZYNOWA 48G,0,"0,00","0,00",-,-
 ,1.0,16706.0,ZELKI MALINKI LUZ,0,"0,00","0,00",-,-
DISHES_FOR_CHILDREN,,,,,,,,
 ,1.0,8771.0,BEBIKO 1,"0,010695187","4,00","0,00",0,
 ,1.0,8772.0,BEBIKO 2,"0,005347594","2,00","0,00",0,
 ,1.0,8775.0,BEBIKO-3 350G,"0,002673797","1,00","0,00",0,
 ,1.0,15115.0,BOBOVITA KASZKA MLECZ/RYZ TRUSKAWKI,"0,00802139","3,00","0,00",0,
 ,1.0,17713.0,BOBOVITA KASZKA MLECZ/RYZ Z BANANEM,"0,005347594","2,00","0,00",0,
 ,1.0,4333.0,CATERING HAMBURGER  Z CZOSNKOWYM,"0,197860963","74,00","0,00",0,
 ,1.0,4332.0,CATERING HAMBURGER 225G Z AMERYK.,"0,120320856","45,00","0,00",0,
 ,1.0,18172.0,KASZKA NESTLE MALINA,"0,005347594","2,00","0,00",0,
 ,1.0,4331.0,CATERING SANDWICH CURRY,"0,07486631","28,00","2,00","26,71428571",14
 ,1.0,8773.0,BEBIKO 2R,0,"0,00","0,00",-,-
 ,1.0,8777.0,BEBIKO-3 R,0,"0,00","0,00",-,-
 ,1.0,8801.0,BOBOVITA AROM.ROSOLEK Z RYZEM 190G,0,"0,00","0,00",-,-
 ,1.0,8802.0,BOBOVITA DELIK.ROSOL.Z CIELECINY Z RYZEM,0,"0,00","0,00",-,-
 ,1.0,17605.0,BOBOVITA DESER JABLKA Z MARCHWIA 150G,0,"0,00","0,00",-,-
 ,1.0,14562.0,BOBOVITA KASZKA ML+RYZ WIELOOWOC,0,"0,00","0,00",-,-
 ,1.0,16124.0,BOBOVITA KASZKA ML/RYZ Z MALINA,0,"0,00","0,00",-,-
 ,1.0,14559.0,BOBOVITA KASZKA MLECZ+RYZ MALINA,0,"0,00","0,00",-,-
 ,1.0,11533.0,BOBOVITA KASZKA MLECZ/RYZ WIELOZBOZE,0,"0,00","0,00",-,-
 ,1.0,11962.0,BOBOVITA KASZKA MLECZ/RYZ Z BANAN,0,"0,00","0,00",-,-
 ,1.0,14272.0,BOBOVITA KASZKA RYZ Z BANANEM,0,"0,00","0,00",-,-
 ,1.0,15747.0,BOBOVITA KASZKA RYZ Z MORELA,0,"0,00","0,00",-,-
 ,1.0,17168.0,BOBOVITA KASZKA Z WANIL,0,"0,00","0,00",-,-
 ,1.0,17170.0,BOBOVITA KLEIK RYZOWY,0,"0,00","0,00",-,-
 ,1.0,17402.0,BOBOVITA KLUSECZKI Z WARZYWAMI 250 G,0,"0,00","0,00",-,-
 ,1.0,11231.0,BOBOVITA KRUPNICZE Z CIELECINA,0,"0,00","0,00",-,-
 ,1.0,18462.0,BOBOVITA OBIADEK WARZYWA Z RYBA 190G,0,"0,00","0,00",-,-
 ,1.0,17716.0,BOBOVITA OBIADEK ZIEM.FASOLKA.WOLOWINA,0,"0,00","0,00",-,-
 ,1.0,18297.0,BOBOVITA SOK,0,"0,00","0,00",-,-
 ,1.0,18298.0,BOBOVITA SOK,0,"0,00","0,00",-,-
 ,1.0,18299.0,BOBOVITA SOK,0,"0,00","0,00",-,-
 ,1.0,18300.0,BOBOVITA SOK,0,"0,00","0,00",-,-
 ,1.0,19338.0,BOBOVITA WARZYWA/INDYK 125 G,0,"0,00","0,00",-,-
 ,1.0,8782.0,BOBOVITA-KASZKA RYZ/MALINAMI,0,"0,00","0,00",-,-
 ,1.0,19845.0,GERBER SOK 4 MIES,0,"0,00","0,00",-,-
 ,1.0,19868.0,HERBATKA DO DZIECI HIPP,0,"0,00","0,00",-,-
 ,1.0,19866.0,HIPP KASZKA DO DZIECI 4 M,0,"0,00","0,00",-,-
 ,1.0,6350.0,HIPPB KASZKA+RYZ 190 G,0,"0,00","0,00",-,-
LUNCH DINING DISHES,,,,,,,,
 ,1.0,2731.0,DANIE KACHNY FLACZKI W ROSOLE,"0,024064171","9,00","0,00",0,
 ,1.0,2733.0,DANIE KACHNY KLOPSIKI,"0,002673797","1,00","0,00",0,
 ,1.0,4808.0,DANIE KACHNY PULPETY,"0,093582888","35,00","0,00",0,
 ,1.0,7548.0,GROSZEK ZIELONY MROZONY 450 G,"0,016042781","6,00","0,00",0,
 ,1.0,3194.0,POMIDORY KROJONE 400 ML PUSZKA SLON.OGRÓ,"0,048128342","18,00","0,00",0,
 ,1.0,4466.0,SP GALARETKA DROBIOWA 200G,"0,037433155","14,00","0,00",0,
 ,1.0,4464.0,SP GALAT WIEPRZOWY 200G,"0,06684492","25,00","0,00",0,
 ,1.0,3356.0,DANIE KACHNY  SOS DO SPAGHETI450,0,"0,00","0,00",-,-
 ,1.0,2732.0,DANIE KACHNY FASOLA W POMIDOR.500G,0,"0,00","0,00",-,-
 ,1.0,13914.0,KNORR G.K. MAKARON Z SOSEM SMIET-ZIO 73,0,"0,00","0,00",-,-
 ,1.0,11115.0,LOWICZ SOS BOLONSK 500 G,0,"0,00","0,00",-,-
 ,1.0,6443.0,LOWICZ SOS BOLONSKI 350G,0,"0,00","0,00",-,-
 ,1.0,14386.0,PUDL FASOLA PO BRETONSKU 600G,0,"0,00","0,00",-,-
 ,1.0,5575.0,PUDL FLAKI PO ZAMOJSKU 520G,0,"0,00","0,00",-,-
 ,1.0,18653.0,PUDL GOLABKI 600G,0,"0,00","0,00",-,-
 ,1.0,17461.0,PUDL GULASZ 500G,0,"0,00","0,00",-,-
 ,1.0,3572.0,PUDL KLOPSIKI 520+80,0,"0,00","0,00",-,-
 ,1.0,2865.0,PUDL PULPETY 600G,0,"0,00","0,00",-,-
 ,1.0,18422.0,PUDL SOS DO SPAGHETTI ORGINALNY 500,0,"0,00","0,00",-,-
 ,1.0,4471.0,SP FASOLKA PO BRETONSKU,0,"0,00","0,00",-,-
 ,1.0,15725.0,SP GALARETA  Z INDYKA,0,"0,00","0,00",-,-
 ,1.0,4538.0,SP GOLABKI PACZKA 500G,0,"0,00","0,00",-,-
 ,1.0,9492.0,SP JAJKO W SZYNCE 200G,0,"0,00","0,00",-,-
 ,1.0,2558.0,SZ ZUPA KNOR NUDLE 61G,0,"0,00","0,00",-,-
EGGS,,,,,,,,
 ,1.0,2151.0,JAJA LIPOWCZYK 6 SZT,"1,288770053","482,00","0,00",0,
 ,1.0,67.0,JAJKA 10 SZT LIPOWCZYK,"2,478609626","927,00","0,00",0,
 ,1.0,8340.0,JAJA 10 PACZKA FARMIO,0,"0,00","0,00",-,-
 ,1.0,11392.0,JAJKA 10 SZT,0,"0,00","0,00",-,-
 ,1.0,18224.0,"JAJKA 6,",0,"0,00","0,00",-,-
 ,1.0,8415.0,JAJKO 10 SZT L,0,"0,00","0,00",-,-
PET'S FOOD,,,,,,,,
 ,1.0,7066.0,KARMA CHAPPI  WOLOW/WARZYWA 500G,"0,013368984","5,00","0,00",0,
 ,1.0,9334.0,KARMA CHAPPI D/P DROB.WAR.500G,"0,010695187","4,00","0,00",0,
 ,1.0,6230.0,KARMA CHAPPI WOLOWINA KURA 500G,"0,042780749","16,00","0,00",0,
 ,1.0,13008.0,KARMA CHAPPI Z DROBIEM 400 G,"0,032085561","12,00","0,00",0,
 ,1.0,7956.0,KARMA DO PSA PEDIGREE 150 GR MARKIES,"0,037433155","14,00","0,00",0,
 ,1.0,9986.0,KARMA DO PSA PEDIGREE BISCROK 200GR,"0,010695187","4,00","0,00",0,
 ,1.0,9984.0,KARMA DO PSA RAFI 800GR JAGNIECINA,"0,00802139","3,00","0,00",0,
 ,1.0,9985.0,KARMA DO PSA RAFI Z WO?OWINA 800GR PUSZK,"0,00802139","3,00","0,00",0,
 ,1.0,6528.0,KARMA MR CAT 415 G KURCZAK WARZYWA,"0,026737968","10,00","0,00",0,
 ,1.0,6527.0,KARMA MR DOG 415 G PUSZKA WOLOW+WARZYW,"0,120320856","45,00","0,00",0,
 ,1.0,6522.0,KARMA MR DOG 415 PUSZKA JUNIOR KURCZAK,"0,013368984","5,00","0,00",0,
 ,1.0,6631.0,KARMA MR DOG SUPREM 500G,"0,093582888","35,00","0,00",0,
 ,1.0,6634.0,KARMA MR DOG SUPREME 500G,"0,13368984","50,00","0,00",0,
 ,1.0,14819.0,KARMA PEDIGREE ADULT WOL/DR 500 G,"0,013368984","5,00","0,00",0,
 ,1.0,15408.0,KARMA PEDIGREE JUNIOR 500G,"0,005347594","2,00","0,00",0,
