Pgroup,Lp,PKod,Pname,p_sale_in_time,Psale,Pavarage_stock,Rotation_in_days,Rotation_in_times
ART._HYGIENIC,,,,,,,,
 ,1.0,8719.0,BOMBONIERKA TAGO EXCELENT,"0,024064171","9,00","4,00","166,2222222","2,25"
 ,1.0,3782.0,KAKAO AMELIA 80 G,"0,018716578","7,00","3,00","160,2857143","2,333333333"
 ,1.0,6604.0,LIZAK KWIATEK/SWIATECZNE DUZY KOLOR,"0,093582888","35,00","15,00","160,2857143","2,333333333"
 ,1.0,17970.0,GOPLANA EXTRA MIETA EXTRA MOCNE,"0,058823529","22,00","9,00",153,"2,444444444"
 ,1.0,10108.0,PALUSZKI BESKIDZKIE Z SEZAMEM 60 G,"0,013368984","5,00","2,00","149,6","2,5"
 ,1.0,5762.0,WAWEL CZEKOL  MALAGA 100G,"0,013368984","5,00","2,00","149,6","2,5"
 ,1.0,9523.0,CUKIERKI W PLYNIE SPRAY XXL,"0,029411765","11,00","4,00",136,"2,75"
 ,1.0,16217.0,CIASTKA OWSIANE LUZ,"0,001778075","0,67","0,24","132,1654135","2,829787234"
 ,1.0,8560.0,"BOMB MON CHERI 157,5 G","0,00802139","3,00","1,00","124,6666667",3
 ,1.0,5107.0,BOMBONIERA SERCE RAFFAELLO 140 G,"0,00802139","3,00","1,00","124,6666667",3
 ,1.0,6831.0,CZEKOLADA ROYAL Z ORZ.LASKOWYMI 100G,"0,024064171","9,00","3,00","124,6666667",3
 ,1.0,10326.0,GOPL BATON KAFFE 24 G,"0,056149733","21,00","7,00","124,6666667",3
 ,1.0,10479.0,MIESZANKA OWOCOW SUSZONYCH 190 G,"0,00802139","3,00","1,00","124,6666667",3
 ,1.0,10478.0,MIESZANKA OWOCOW SUSZONYCH 250 G,"0,00802139","3,00","1,00","124,6666667",3
 ,1.0,10376.0,MIKO?AJ 100G RAKPOL,"0,032085561","12,00","4,00","124,6666667",3
 ,1.0,4531.0,MILKA CZEKOL CHIPS 100 G,"0,016042781","6,00","2,00","124,6666667",3
 ,1.0,6988.0,ZAJAC MILKA 50 G,"0,00802139","3,00","1,00","124,6666667",3
 ,1.0,18815.0,GRZESKI GOFROWE 33G,"0,211229947","79,00","26,00","123,0886076","3,038461538"
 ,1.0,8202.0,JAJKO Z NIESPODZIANKA,"0,302139037","113,00","33,00","109,2212389","3,424242424"
 ,1.0,18804.0,BATON LION STANDARD 42G,"0,165775401","62,00","18,00","108,5806452","3,444444444"
 ,1.0,17929.0,CIASTKA KRAKUSKI ZBOZOWE 201 G,"0,018716578","7,00","2,00","106,8571429","3,5"
 ,1.0,8587.0,WAWEL CZEKOLADA MIETOWA 100G,"0,018716578","7,00","2,00","106,8571429","3,5"
 ,1.0,9531.0,TIC TAC EMOTIONG,"0,101604278","38,00","10,00","98,42105263","3,8"
 ,1.0,10023.0,CUKIERKI GALARETKI  HELLENA 160GR,"0,010695187","4,00","1,00","93,5",4
 ,1.0,10071.0,CZEK ROSHEN 90 G GORZKA,"0,010695187","4,00","1,00","93,5",4
 ,1.0,10203.0,GOPL CZEKOLADA NADZ KARMEL 95 G,"0,010695187","4,00","1,00","93,5",4
 ,1.0,19362.0,KALENDARZ ADWENTOWY,"0,010695187","4,00","1,00","93,5",4
 ,1.0,10047.0,PRAZYNKI SPOKO 60 G,"0,021390374","8,00","2,00","93,5",4
 ,1.0,2460.0,WEDEL PTASIE MLECZKO CZEKOLADOWE 380 ML,"0,010695187","4,00","1,00","93,5",4
 ,1.0,9286.0,ZELKI WAWEL 100 G KWASNE,"0,021390374","8,00","2,00","93,5",4
 ,1.0,10274.0,ZURAWINA W CZEKOLADZIE 70 G EURO,"0,010695187","4,00","1,00","93,5",4
 ,1.0,5332.0,DELICJE POMAR.294GR WEDEL,"0,06684492","25,00","6,00","89,76","4,166666667"
 ,1.0,8660.0,GUMA Z TATUAZEM,"0,435828877","163,00","37,00","84,89570552","4,405405405"
 ,1.0,1413.0,BATON BOUNTY 57G,"0,213903743","80,00","18,00","84,15","4,444444444"
 ,1.0,6192.0,GUMA ROLES,"0,053475936","20,00","4,00","74,8",5
 ,1.0,8877.0,JAJKO WIELKANOCNE 100G,"0,013368984","5,00","1,00","74,8",5
 ,1.0,9389.0,LIZAK ROZA/SERCE,"0,13368984","50,00","10,00","74,8",5
 ,1.0,8586.0,WAWEL CZEKOLADA MICHALKI 100G,"0,013368984","5,00","1,00","74,8",5
 ,1.0,10130.0,"WODA ZYWIEC 0,5 L N/G POZIOMKA","0,013368984","5,00","1,00","74,8",5
 ,1.0,9308.0,CUKIERKI WERTHERS SOFT 70 G,"0,056149733","21,00","4,00","71,23809524","5,25"
 ,1.0,3759.0,CIASTKA DESSIMO WISNIOWE 135 G,"0,157754011","59,00","11,00","69,72881356","5,363636364"
 ,1.0,5795.0,CZEK AMELIA MLECZNA 100G,"0,160427807","60,00","11,00","68,56666667","5,454545455"
 ,1.0,10167.0,BATON KNOPERS ORZECH 40 G,"0,72459893","271,00","47,00","64,86346863","5,765957447"
 ,1.0,7822.0,ODRA  DUETKA FAMIL.400 G MALINA,"0,016042781","6,00","1,00","62,33333333",6
 ,1.0,10028.0,WAFLE DESSINO MLECZNE 160GR,"0,048128342","18,00","3,00","62,33333333",6
 ,1.0,8722.0,WAFLE KWADRATY 130 G,"0,032085561","12,00","2,00","62,33333333",6
 ,1.0,16832.0,ZAJAC MALY,"0,032085561","12,00","2,00","62,33333333",6
 ,1.0,10171.0,ROGAL 7 DAYS CHIPICAO MINI 60 G,"0,034759358","13,00","2,00","57,53846154","6,5"
 ,1.0,10275.0,MARMOLADA 320 G STOVIT,"0,018716578","7,00","1,00","53,42857143",7
 ,1.0,5314.0,PALUSZKI JUNIOR 60 G LAJKONIK,"0,018716578","7,00","1,00","53,42857143",7
 ,1.0,14512.0,WEDEL PAWELEK.CZEKOLADA,"0,056149733","21,00","3,00","53,42857143",7
 ,1.0,10378.0,APPETITA SODA OCZYSZCZONA 80 G,"0,058823529","22,00","3,00",51,"7,333333333"
 ,1.0,19194.0,WIORKI KOKOSOWE  90 G HELIO,"0,042780749","16,00","2,00","46,75",8
 ,1.0,3667.0,CUKIERKI CHOCOMILA -ROSHEN,"0,006737968","2,52","0,29","43,03968254","8,689655172"
 ,1.0,1827.0,KAMYKI ODRA 100 G,"0,024064171","9,00","1,00","41,55555556",9
 ,1.0,2100.0,KRAKERSY 70 G SUPER,"0,048128342","18,00","2,00","41,55555556",9
 ,1.0,13777.0,MILKA  CZEKOLADA MALINA 100 G,"0,024064171","9,00","1,00","41,55555556",9
 ,1.0,2217.0,ORZECH LASKOWY 80 G,"0,024064171","9,00","1,00","41,55555556",9
 ,1.0,2222.0,RODZYNKI W CZEKOL.100G,"0,024064171","9,00","1,00","41,55555556",9
 ,1.0,4027.0,WAFLE FAMILIJNE 180 G KAKAO,"0,072192513","27,00","3,00","41,55555556",9
 ,1.0,13984.0,BATON MILKI WAY PODWÓJNY,"0,053475936","20,00","2,00","37,4",10
 ,1.0,8682.0,WEDEL PAWELEK KAFFE LATTE45 G,"0,173796791","65,00","6,00","34,52307692","10,83333333"
 ,1.0,6818.0,HERBATNIK PETIT BEURRE50 G JUTRZENKA,"0,320855615","120,00","11,00","34,28333333","10,90909091"
 ,1.0,8641.0,CIASTKA TAGUS 29 G TRUSKAWKA,"0,058823529","22,00","2,00",34,11
 ,1.0,10202.0,CIASTKO CHOCO FIT40 G Z BIALA CZEKOLADA,"0,029411765","11,00","1,00",34,11
 ,1.0,9478.0,"LEMONIADA 0,33 L CYTRYNA","0,029411765","11,00","1,00",34,11
 ,1.0,8669.0,PILKA PUCHAR Z CUKIERKAMI,"0,029411765","11,00","1,00",34,11
 ,1.0,9518.0,SKUTER Z CUKIERKAMI,"0,029411765","11,00","1,00",34,11
 ,1.0,9232.0,MILKA CZEK OREO 92 G,"0,061497326","23,00","2,00","32,52173913","11,5"
 ,1.0,257.0,MILKA CZEKOLADA BAKALIE 100G,"0,125668449","47,00","4,00","31,82978723","11,75"
 ,1.0,4817.0,JAJKA WIELKANOCNE BARON LUZ,"0,011951872","4,47","0,33","27,61073826","13,54545455"
 ,1.0,1964.0,LIZAK PILKA,"0,07486631","28,00","2,00","26,71428571",14
 ,1.0,5134.0,ZELKI NIM 2 MLEKODUSZKI,"0,037433155","14,00","1,00","26,71428571",14
 ,1.0,19206.0,BATON SNIKERS 49 ORZECH,"0,160427807","60,00","4,00","24,93333333",15
 ,1.0,8642.0,PALUSZKI STAR 180 G,"0,080213904","30,00","2,00","24,93333333",15
 ,1.0,10355.0,BATON BANANKI W CZEJOL.30 G,"0,042780749","16,00","1,00","23,375",16
 ,1.0,8837.0,LAJKONIK JUNIOR SAFARI 25 G,"0,045454545","17,00","1,00",22,17
 ,1.0,17150.0,WAFLE GÓRALKI ORZECH 50 G,"0,454545455","170,00","10,00",22,17
 ,1.0,894.0,CIASTKA JEZYKI KOKOSOWE 140G JUTRZENKA,"0,048128342","18,00","1,00","20,77777778",18
 ,1.0,9522.0,GUMA SHOCK,"0,254010695","95,00","5,00","19,68421053",19
 ,1.0,9877.0,PRAZYNKI BOCZEK 60 G,"0,050802139","19,00","1,00","19,68421053",19
 ,1.0,3313.0,PRINCESSA 36G ORZECH,"0,152406417","57,00","3,00","19,68421053",19
 ,1.0,9621.0,ROGAL 7 DAYS MAX WANILIA 110 G,"0,050802139","19,00","1,00","19,68421053",19
 ,1.0,9521.0,ZABAWKA MOTOR,"0,050802139","19,00","1,00","19,68421053",19
 ,1.0,904.0,ROGAL 7DAYS SZAMPANSKI,"0,056149733","21,00","1,00","17,80952381",21
 ,1.0,13418.0,BATON MARS 2 PACK,"0,061497326","23,00","1,00","16,26086957",23
 ,1.0,10455.0,BATON MILKY WAY CRIPS ROLLS,"0,061497326","23,00","1,00","16,26086957",23
 ,1.0,8967.0,CIACHO GORALKI 38 G MASLANY,"0,061497326","23,00","1,00","16,26086957",23
 ,1.0,9875.0,SPRAY FRUIT,"0,061497326","23,00","1,00","16,26086957",23
 ,1.0,9177.0,WAFLE GO FRESH25 G,"0,122994652","46,00","2,00","16,26086957",23
 ,1.0,9325.0,WEDEL BATON WW 47 G W GORZKIEJ CZEKOL.,"0,061497326","23,00","1,00","16,26086957",23
 ,1.0,15682.0,CIASTKA DESIMO POMARA.135  G,"0,064171123","24,00","1,00","15,58333333",24
 ,1.0,9919.0,WAFELKI OWSIANE 20 G,"0,064171123","24,00","1,00","15,58333333",24
 ,1.0,6913.0,GOPL FIGURKI SW,"0,20855615","78,00","3,00","14,38461538",26
 ,1.0,9676.0,PIANKA PUF 1 SZT 18 G,"0,430481283","161,00","6,00","13,9378882","26,83333333"
 ,1.0,1844.0,PRINCESSA 36G KOKOS,"0,077540107","29,00","1,00","12,89655172",29
 ,1.0,13401.0,BATON CHOCAPIC 25G,"0,082887701","31,00","1,00","12,06451613",31
 ,1.0,18325.0,PETITKI LUBISIE OWOCE LESNE,"0,184491979","69,00","2,00","10,84057971","34,5"
 ,1.0,16929.0,WAFLE GORALKI MLECZNY 50G,"0,280748663","105,00","3,00","10,68571429",35
 ,1.0,4937.0,WAFLE TORTOWE 160 G,"0,200534759","75,00","2,00","9,973333333","37,5"
 ,1.0,9330.0,WAFELEK ELITESSE 20 G,"0,101604278","38,00","1,00","9,842105263",38
 ,1.0,5261.0,PRINCE POLO XXL 52G CLASSIC,"0,72459893","271,00","7,00","9,660516605","38,71428571"
 ,1.0,8503.0,ROGAL 7DAYS KAKAOWY 60G,"0,323529412","121,00","3,00","9,272727273","40,33333333"
 ,1.0,10325.0,FIGURKA 30 G SWIAT,"0,109625668","41,00","1,00","9,12195122",41
 ,1.0,18452.0,BATON LION BIALY 43G,"0,14973262","56,00","1,00","6,678571429",56
 ,1.0,18887.0,GRZESKI GOFROWE CZEKOLADA,"0,278074866","104,00","1,00","3,596153846",104
 ,1.0,1766.0,PRINCE POLO MINI CLASIC,"0,521390374","195,00","1,00","1,917948718",195
 ,1.0,3749.0, CZEKOLADA  AMELIA MLECZNA 100G ?WI?TECZ,0,"0,00","0,00",-,-
 ,1.0,17822.0,ALPENLIEBE DROPS COFFE,0,"0,00","0,00",-,-
 ,1.0,31.0,AMELIA MLECZKO SMIET.500G,0,"0,00","0,00",-,-
 ,1.0,4215.0,AMELIA PIANKA 380 G WANILIA,0,"0,00","0,00",-,-
 ,1.0,16522.0,AMELIA PTASIE,0,"0,00","0,00",-,-
 ,1.0,5126.0,AMELIA PTASIE 380 G CAPPUCCINA,0,"0,00","0,00",-,-
 ,1.0,15910.0,ANIELSKA PIANKA 380 G CZEKOLADOWE,0,"0,00","0,00",-,-
 ,1.0,15911.0,ANIELSKA PIANKA 380 G WANILIA,0,"0,00","0,00",-,-
 ,1.0,15909.0,ANIELSKIA PIANKA 380 G SMIETANA,0,"0,00","0,00",-,-
 ,1.0,1947.0,BABECZKA MARMURKOWA 40 G,0,"0,00","0,00",-,-
 ,1.0,15380.0,BAKALAND BATON  40 G,0,"0,00","0,00",-,-
 ,1.0,7547.0,BAKOMA BATON 7 ZBOZ 30 G,0,"0,00","0,00",-,-
 ,1.0,8311.0,BALWANEK NEW CZEKOLADOWY,0,"0,00","0,00",-,-
 ,1.0,12670.0,BALWANEK Z CZEKOL 75 G,0,"0,00","0,00",-,-
 ,1.0,15465.0,BALZEN ORZESZKI ERDNUSSE 150G,0,"0,00","0,00",-,-
 ,1.0,15464.0,BALZEN ORZESZKI NIC NAC`S 125G,0,"0,00","0,00",-,-
 ,1.0,8365.0,BA?WANEK Z BIAL.CZEKOL. 80 G,0,"0,00","0,00",-,-
 ,1.0,554.0,BARANEK 100GR BIA?A  CZEKOL.,0,"0,00","0,00",-,-
 ,1.0,7036.0,BARANEK CUKROWY 40 G,0,"0,00","0,00",-,-
 ,1.0,7034.0,BARANEK CUKROWY 60 G,0,"0,00","0,00",-,-
 ,1.0,16828.0,BARANEK LOCZEK,0,"0,00","0,00",-,-
 ,1.0,2237.0,BARANEK WIELKANOCNY BABKA,0,"0,00","0,00",-,-
 ,1.0,6984.0,BARANEK Z BABKI 120 G DAN CAKE,0,"0,00","0,00",-,-
 ,1.0,1945.0,BARANEK Z BIA?EJ CZEKOLADY,0,"0,00","0,00",-,-
 ,1.0,7073.0,BARANEK Z CHORAGIEWKA,0,"0,00","0,00",-,-
 ,1.0,19820.0,BARANEK Z CUKRU 150 G,0,"0,00","0,00",-,-
 ,1.0,1919.0,BARANEK Z CUKRU 60G,0,"0,00","0,00",-,-
 ,1.0,6961.0,BARANEK Z KARMELU,0,"0,00","0,00",-,-
 ,1.0,9557.0,BARBIE SERCE,0,"0,00","0,00",-,-
 ,1.0,17032.0,BARON CZEKOLADA 100 G TRUS,0,"0,00","0,00",-,-
 ,1.0,9424.0,BARON CZEKOLADA MLECZNA 100G,0,"0,00","0,00",-,-
 ,1.0,6241.0,BARON CZEKOLADA SWIATECZNA,0,"0,00","0,00",-,-
 ,1.0,1381.0,BARON KOCIE JEZYCZKI 100G,0,"0,00","0,00",-,-
 ,1.0,15435.0,BATON 3 BIT PINAKOLADA 42 G,0,"0,00","0,00",-,-
 ,1.0,6124.0,BATON 3 BIT TRIO 41 G,0,"0,00","0,00",-,-
 ,1.0,19045.0,BATON 7 DAYS ROLL,0,"0,00","0,00",-,-
 ,1.0,3324.0,BATON BA 5 ORZECHOW 40 G,0,"0,00","0,00",-,-
 ,1.0,3325.0,BATON BA 5 ZIAREN 40 G,0,"0,00","0,00",-,-
 ,1.0,9417.0,"BATON FITNESS 23,5 G",0,"0,00","0,00",-,-
 ,1.0,15510.0,BATON KINDER DELIC 42 G,0,"0,00","0,00",-,-
 ,1.0,13368.0,BATON KINDER DELIC KOKOS,0,"0,00","0,00",-,-
 ,1.0,3071.0,BATON KINDER DELICE 42G CACAO,0,"0,00","0,00",-,-
 ,1.0,16555.0,BATON KINDER MAXI 21G,0,"0,00","0,00",-,-
 ,1.0,3668.0,BATON KINDER PINGU MALINA,0,"0,00","0,00",-,-
 ,1.0,15511.0,BATON KINDER PINGUI 30 G,0,"0,00","0,00",-,-
 ,1.0,9289.0,BATON KINDER PINGUI 30G,0,"0,00","30,00",-,-
 ,1.0,1383.0,BATON KOKOS 40 G,0,"0,00","0,00",-,-
 ,1.0,7219.0,BATON KROWKA  KAKAOWY 50 G,0,"0,00","0,00",-,-
 ,1.0,17861.0,BATON KROWKA 50 G,0,"0,00","0,00",-,-
 ,1.0,16012.0,BATON KROWKA MORDOKLEJKA,0,"0,00","0,00",-,-
 ,1.0,16015.0,BATON KROWKA MORDOKLEJKA TOFFI,0,"0,00","0,00",-,-
 ,1.0,4874.0,BATON KRÓWKA Z ZURAWINA 50 G,0,"0,00","0,00",-,-
 ,1.0,12515.0,BATON LION 2 PAK,0,"0,00","0,00",-,-
 ,1.0,17924.0,BATON MARCEPANOWY 50 G,0,"0,00","0,00",-,-
 ,1.0,11820.0,BATON MARS 47,0,"0,00","0,00",-,-
 ,1.0,6309.0,BATON MILKA OREO,0,"0,00","0,00",-,-
 ,1.0,15512.0,BATON MILKY WAY DUO 43 G,0,"0,00","0,00",-,-
 ,1.0,8504.0,BATON NESQUIK 20 G,0,"0,00","0,00",-,-
 ,1.0,15703.0,BATON NESSQIK 25 G,0,"0,00","0,00",-,-
 ,1.0,5406.0,BATON ORZECHOWY 44G WAWEL,0,"0,00","0,00",-,-
 ,1.0,4577.0,BATON OSHEE MAGNEZ 40 G,0,"0,00","0,00",-,-
 ,1.0,11943.0,BATON PAPITA 33 G,0,"0,00","0,00",-,-
 ,1.0,5221.0,BATON ROSEN NUT,0,"0,00","0,00",-,-
 ,1.0,3284.0,BATON SNIKERS 50 G,0,"0,00","40,00",-,-
 ,1.0,3673.0,BATON SNIKERS 50G +15%,0,"0,00","0,00",-,-
 ,1.0,17675.0,BATON SNIKERS MAX,0,"0,00","0,00",-,-
 ,1.0,16410.0,"BATON SNIKERS MAXIMUS 49,5G",0,"0,00","0,00",-,-
 ,1.0,433.0,BATON SNIKERS ORZECH LASKOWY 2*35G,0,"0,00","0,00",-,-
 ,1.0,2346.0,BATON SNIKERS STICK 25 G,0,"0,00","0,00",-,-
 ,1.0,7208.0,BATON SNIKERS SUPER 75G,0,"0,00","0,00",-,-
 ,1.0,5711.0,"BATON SNIKERS TRIO 3*37,5G",0,"0,00","0,00",-,-
 ,1.0,4014.0,BATON STUDENCKI 48 G,0,"0,00","0,00",-,-
 ,1.0,16958.0,BATON SW,0,"0,00","0,00",-,-
 ,1.0,15945.0,BATON TROPIK BANAN 25G,0,"0,00","0,00",-,-
 ,1.0,18380.0,BATON TWIX 25 G,0,"0,00","0,00",-,-
 ,1.0,2251.0,BATON TWIX 50G+15%,0,"0,00","0,00",-,-
 ,1.0,6042.0,"BATON TWIX 53,5G/30/",0,"0,00","0,00",-,-
 ,1.0,5760.0,BATON TWIX WHITE 46 G,0,"0,00","0,00",-,-
 ,1.0,4491.0,BATON TYGRYSKI Z ZURAWINA 25 G,0,"0,00","0,00",-,-
 ,1.0,18534.0,BATON WAWEL 46 G,0,"0,00","30,00",-,-
 ,1.0,604.0,BATON-PAWELEK SMIETANK 45G,0,"0,00","0,00",-,-
 ,1.0,9104.0,BATONIKI NADZIEWANE CZEKOLADKA 200 G,0,"0,00","0,00",-,-
 ,1.0,18473.0,BELVITA 50 G CIASTKA,0,"0,00","0,00",-,-
 ,1.0,15353.0,BELVITA CIASTKA 50 G,0,"0,00","0,00",-,-
 ,1.0,6963.0,BIRO PEN,0,"0,00","0,00",-,-
 ,1.0,16509.0,BISCOLATA  CIASTKO 44 G,0,"0,00","0,00",-,-
 ,1.0,5846.0,BISZKOPTY 100G B/CUKROWE,0,"0,00","0,00",-,-
 ,1.0,5847.0,BISZKOPTY 120 G,0,"0,00","0,00",-,-
 ,1.0,16698.0,BISZKOPTY PACZKA,0,"0,00","0,00",-,-
 ,1.0,17462.0,BISZKOPTY STARLETKI 150G,0,"0,00","0,00",-,-
 ,1.0,9387.0,BISZKOPTY STARLETKI 180 G,0,"0,00","0,00",-,-
 ,1.0,17401.0,BLOK ORZECHOWY 250G,0,"0,00","0,00",-,-
 ,1.0,9879.0,BOBOVITA KLEIK RYZOWY,0,"0,00","1,00",-,-
 ,1.0,6237.0,"BOM FERRERO GWIAZDKA 37,5 G",0,"0,00","1,00",-,-
 ,1.0,6235.0,BOM RAFFELLO 270 G /TOREBKA/,0,"0,00","0,00",-,-
 ,1.0,16331.0,BOMB AMORETTA MIESZKO 324G,0,"0,00","0,00",-,-
 ,1.0,2402.0,BOMB BARON 195 G,0,"0,00","0,00",-,-
 ,1.0,11471.0,BOMB BARON 250 G,0,"0,00","0,00",-,-
 ,1.0,1076.0,BOMB BARON CHOCOLATE HEARTS 250G,0,"0,00","0,00",-,-
 ,1.0,1080.0,BOMB CHERRISSIMO 318G MIESZKO,0,"0,00","0,00",-,-
 ,1.0,2400.0,BOMB DOLCE ROSA 90 G,0,"0,00","0,00",-,-
 ,1.0,6068.0,BOMB FERRERO COLECTION 172 G,0,"0,00","0,00",-,-
 ,1.0,7450.0,BOMB FERRERO ROCHER 300G,0,"0,00","0,00",-,-
 ,1.0,1075.0,BOMB FRUTTI DI MARE 175G,0,"0,00","0,00",-,-
 ,1.0,8086.0,BOMB FRUTTI DI MARE 350G VOBRO,0,"0,00","0,00",-,-
 ,1.0,2401.0,BOMB FRUTTI DI MARE 90 G,0,"0,00","0,00",-,-
 ,1.0,5677.0,BOMB MERCI 250 G,0,"0,00","0,00",-,-
 ,1.0,11445.0,BOMB MILKA LOVE ORZECH.PRALINKI 110 G,0,"0,00","0,00",-,-
 ,1.0,5709.0,BOMB PASJONATA 201G MLECZNA,0,"0,00","0,00",-,-
 ,1.0,13523.0,BOMB SCHOCO BANANOS 300 G,0,"0,00","0,00",-,-
 ,1.0,6403.0,BOMB SLODKIE ROZE VOBRO,0,"0,00","0,00",-,-
 ,1.0,5605.0,BOMB SLODKIE SERCE 105G VOBRO,0,"0,00","0,00",-,-
 ,1.0,3871.0,BOMB TOFFIFEE 400G,0,"0,00","0,00",-,-
 ,1.0,13975.0,BOMB TWOJ SEKRET MIESZKO 162G,0,"0,00","0,00",-,-
 ,1.0,13976.0,BOMB TWOJ SEKRET MIESZKO 324G,0,"0,00","0,00",-,-
 ,1.0,11470.0,BOMB VOBRO 170 G,0,"0,00","0,00",-,-
 ,1.0,17457.0,BOMB VOBRO 209 G,0,"0,00","0,00",-,-
 ,1.0,1380.0,BOMB VOBRO 45G,0,"0,00","0,00",-,-
 ,1.0,16412.0,BOMB VOBRO PARADIS 330G,0,"0,00","0,00",-,-
 ,1.0,6931.0,BOMB.ADWOCAT VOBRO 180G,0,"0,00","0,00",-,-
 ,1.0,1856.0,BOMB.BARYLKI 200G,0,"0,00","0,00",-,-
 ,1.0,19266.0,BOMB.VOBRO FRUTTI DI MARE 350 G,0,"0,00","0,00",-,-
 ,1.0,8354.0,BOMBKA /DZWONEK ZAWIESZKA CZEK,0,"0,00","0,00",-,-
 ,1.0,4246.0,BOMBON TOFFIFE 375 G,0,"0,00","0,00",-,-
 ,1.0,4438.0,BOMBONIERA 400 G PRALINY FLEURESSA,0,"0,00","0,00",-,-
 ,1.0,4267.0,BOMBONIERA CHERRY 280 G VOBRO,0,"0,00","0,00",-,-
 ,1.0,2491.0,BOMBONIERA CHERRY PASSION 150 G,0,"0,00","0,00",-,-
 ,1.0,18374.0,BOMBONIERA CHERRY VOBRO 187 G,0,"0,00","0,00",-,-
 ,1.0,16769.0,BOMBONIERA CREMINI 110G,0,"0,00","0,00",-,-
 ,1.0,16768.0,BOMBONIERA CREMINI 110G,0,"0,00","0,00",-,-
 ,1.0,349.0,BOMBONIERA CZEK.TAJEMNICE SOLID. 238 G,0,"0,00","0,00",-,-
 ,1.0,4760.0,BOMBONIERA CZEK.Z PISTACHO 200G,0,"0,00","0,00",-,-
 ,1.0,16942.0,BOMBONIERA FERRERO COLEC.269 G,0,"0,00","0,00",-,-
 ,1.0,9149.0,BOMBONIERA FERRERO ROCHER,0,"0,00","0,00",-,-
 ,1.0,1993.0,BOMBONIERA LUDWIG/S,0,"0,00","0,00",-,-
 ,1.0,1997.0,BOMBONIERA LUDWIG/S 108 G,0,"0,00","0,00",-,-
 ,1.0,1996.0,BOMBONIERA LUDWIG/S 176 G,0,"0,00","0,00",-,-
 ,1.0,7199.0,BOMBONIERA MAGNAT 123 G,0,"0,00","0,00",-,-
 ,1.0,7198.0,BOMBONIERA MAGNAT 260 G,0,"0,00","0,00",-,-
 ,1.0,4534.0,BOMBONIERA MIESZKO 230 G PUSZKA,0,"0,00","0,00",-,-
 ,1.0,18373.0,BOMBONIERA PASION 138 G VOBRO,0,"0,00","0,00",-,-
 ,1.0,16600.0,BOMBONIERA PASJONATA 201 G,0,"0,00","0,00",-,-
 ,1.0,5078.0,BOMBONIERA PASJONATA 201 G WEDEL,0,"0,00","0,00",-,-
 ,1.0,16601.0,BOMBONIERA PASJONATA 299 G,0,"0,00","0,00",-,-
 ,1.0,16599.0,BOMBONIERA PASJONATA DES.299 G,0,"0,00","0,00",-,-
 ,1.0,6615.0,BOMBONIERA PRALINY MAGNAT 131 G,0,"0,00","0,00",-,-
 ,1.0,4919.0,"BOMBONIERA SOLID,238 G",0,"0,00","0,00",-,-
 ,1.0,4920.0,BOMBONIERA SOLID.165 G,0,"0,00","0,00",-,-
 ,1.0,2302.0,BOMBONIERA SOLIDARNOSC  WISNIE 203 G,0,"0,00","0,00",-,-
 ,1.0,1858.0,BOMBONIERA SOLIDARNOSC 253 G CUK.Z KLASA,0,"0,00","0,00",-,-
 ,1.0,1859.0,BOMBONIERA SOLIDARNOSC 397 G GOLDEN,0,"0,00","0,00",-,-
 ,1.0,4266.0,BOMBONIERA SWEET VOBRO 300G,0,"0,00","0,00",-,-
 ,1.0,4442.0,BOMBONIERA TRUFFLES 175 G MIESZKO,0,"0,00","0,00",-,-
 ,1.0,2437.0,BOMBONIERA VOBRO  AMORE,0,"0,00","0,00",-,-
 ,1.0,17555.0,BOMBONIERA VOBRO 145 G,0,"0,00","0,00",-,-
 ,1.0,16785.0,BOMBONIERA VOBRO 165 G,0,"0,00","0,00",-,-
 ,1.0,1077.0,BOMBONIERA VOBRO 175 G DELSIMO,0,"0,00","0,00",-,-
 ,1.0,1078.0,BOMBONIERA VOBRO 270 G ADVOCAT,0,"0,00","0,00",-,-
 ,1.0,9200.0,BOMBONIERA VOBRO 90 G CHERRY ROSES,0,"0,00","0,00",-,-
 ,1.0,4439.0,BOMBONIERA WISNIA 365 G SOLIDARNOSC,0,"0,00","0,00",-,-
 ,1.0,1079.0,BOMBONIERA WISNIE MIESZKO 400G PUSZKA,0,"0,00","0,00",-,-
 ,1.0,12728.0,BOMBONIERKA BARON 60 G,0,"0,00","0,00",-,-
 ,1.0,4315.0,"BOMBONIERKA CHERRISTO 192,8GR BARON",0,"0,00","0,00",-,-
 ,1.0,3902.0,BOMBONIERKA DISNEY 78 G SERCE,0,"0,00","0,00",-,-
 ,1.0,3270.0,BOMBONIERKA FERRERO 269 G,0,"0,00","0,00",-,-
 ,1.0,19920.0,BOMBONIERKA FOR YOU 112G,0,"0,00","0,00",-,-
 ,1.0,4824.0,BOMBONIERKA JAJO 125G FERRERO,0,"0,00","0,00",-,-
 ,1.0,19160.0,BOMBONIERKA L.AMOUR 235GR SOLIDARNOSC,0,"0,00","0,00",-,-
 ,1.0,7741.0,BOMBONIERKA MERCI 250 GR,0,"0,00","0,00",-,-
 ,1.0,8757.0,BOMBONIERKA PREZENT  MON CHERI,0,"0,00","0,00",-,-
 ,1.0,8710.0,BOMBONIERKA PREZENT RAFFAELLO,0,"0,00","0,00",-,-
